School_Code,School_Name,District_Code,District_Name,School_Type,School_Index,School_Rating_Category,ESSA_Support_Status,Comprehensive_Decision,Targeted_Decision,Targeted_Subgroups,School_Index_Source,Percent_Male,Percent_Female,Percent_EL,Percent_FRL,Percent_IEP,Percent_Asian,Percent_Black,Percent_PacIs,Percent_Hispanic,Percent_Multi,Percent_NatAm,Percent_White,Percent_Foster_Care,Percent_Military_Connected,Percent_Migrant,Percent_Homeless,Count_All_Students,Percent_NonBinary,Index_EL,Index_FRL,Index_IEP,Index_Asian,Index_Black,Index_PacIs,Index_Hispanic,Index_Multi,Index_NatAm,Index_White
11520427,Cherokee Elementary School,1152,Cherokee Comm School District,Elementary,56.94,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.0,47.0,6.4,45.6,12.8,1.1,0.7,2.1,10.8,3.2,0.5,81.7,0.0,0.0,0.5,0.0,436,0.0,0.0,56.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.73
11970109,Clarinda High School,1197,Clarinda Comm School District,High,60.07,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.0,49.0,1.0,37.8,11.4,0.8,0.6,0.0,3.9,3.5,0.2,90.9,0.4,0.8,0.0,0.0,484,0.0,0.0,55.23,50.29,0.0,0.0,0.0,0.0,0.0,0.0,59.89
11970409,Garfield Elementary  School,1197,Clarinda Comm School District,Elementary,56.82,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,55.1,44.9,0.7,43.8,12.1,0.2,0.6,0.0,3.7,3.7,0.6,91.4,0.6,0.6,0.0,0.2,544,0.0,0.0,54.23,47.25,0.0,0.0,0.0,0.0,0.0,0.0,56.78
12060109,Clarion-Goldfield-Dows High School,1206,Clarion-Goldfield-Dows Comm School District,High,53.66,Acceptable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,53.4,46.6,25.1,59.5,13.7,0.6,0.0,0.0,43.4,1.2,0.6,54.2,0.0,0.3,8.2,2.0,343,0.0,45.25,50.43,44.68,0.0,0.0,0.0,48.23,0.0,0.0,56.56
12060209,Clarion-Goldfield-Dows Middle School,1206,Clarion-Goldfield-Dows Comm School District,Middle,60.82,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,54.4,45.6,14.0,55.4,10.4,0.5,0.0,0.0,38.3,1.6,0.0,59.6,0.5,0.0,4.1,0.5,193,0.0,56.57,61.48,44.64,0.0,0.0,0.0,61.79,0.0,0.0,62.08
12060409,Clarion-Goldfield-Dows Elementary School,1206,Clarion-Goldfield-Dows Comm School District,Elementary,53.21,Acceptable,Extended Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,53.2,46.8,27.4,58.4,10.0,0.2,0.5,0.0,42.8,3.2,0.7,52.7,0.2,0.2,5.7,0.0,442,0.0,0.0,50.97,0.0,0.0,0.0,0.0,47.14,0.0,0.0,57.02
12110109,Clarke Community High School,1211,Clarke Comm School District,High,51.58,Acceptable,Targeted Year 2,Met,Targeted,"English Learners (EL), Students with Disabilities (IEP)",Independent Institutional Data,55.2,44.8,14.3,53.2,13.3,0.9,1.6,0.7,36.0,2.3,0.0,58.6,0.2,0.0,0.0,0.2,442,0.0,40.06,44.19,37.39,0.0,0.0,0.0,45.78,0.0,0.0,58.66
12110209,Clarke Middle School,1211,Clarke Comm School District,Junior-High,51.9,Acceptable,Extended Targeted Year 2,Met,Targeted,English Learners (EL),Independent Institutional Data,54.4,45.6,11.8,62.6,12.5,1.0,0.7,1.0,40.3,1.0,0.3,55.7,0.0,0.0,0.0,0.3,305,0.0,34.16,49.57,44.66,0.0,0.0,0.0,51.05,0.0,0.0,53.57
12110409,Clarke Community Elementary School,1211,Clarke Comm School District,Elementary,52.98,Acceptable,Targeted Year 2,Met,Targeted,"English Learners (EL), Hispanic, Students with Disabilities (IEP)",Independent Institutional Data,51.1,48.9,24.9,59.9,7.1,0.7,0.7,0.9,38.6,2.2,0.0,56.7,0.0,0.0,0.2,1.3,534,0.0,38.61,52.51,41.27,0.0,0.0,0.0,41.91,0.0,0.0,52.11
12150172,Clarksville High School,1215,Clarksville Comm School District,High,61.05,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,54.6,45.4,0.0,36.2,12.8,0.7,0.0,0.0,3.5,0.0,1.4,94.3,0.7,0.0,0.0,2.1,141,0.0,0.0,56.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.24
12150409,Clarksville Elementary School,1215,Clarksville Comm School District,Elementary,62.68,High Performing,Extended Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,53.9,46.1,0.0,32.6,17.0,0.0,0.7,0.0,4.3,1.4,0.0,93.6,0.0,0.0,0.0,0.0,141,0.0,0.0,57.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.09
12180409,Clay Central-Everly Elementary,1218,Clay Central-Everly Comm School District,Elementary,47.84,Needs Improvement,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,40.0,60.0,0.0,71.7,25.0,0.0,0.0,0.0,1.7,0.0,0.0,98.3,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.84
12210109,Clear Creek Amana High School,1221,Clear Creek Amana Comm School District,High,52.97,Acceptable,Targeted Year 1,Met,Targeted,Black/African American,Independent Institutional Data,52.6,47.4,3.2,23.1,11.0,1.0,5.1,0.0,7.0,4.9,0.5,81.5,0.1,0.0,0.3,0.3,728,0.0,0.0,47.42,45.65,0.0,36.36,0.0,48.91,0.0,0.0,53.9
12210405,Clear Creek Amana Middle School,1221,Clear Creek Amana Comm School District,Middle,56.41,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.4,48.6,3.6,28.6,13.0,1.6,8.1,0.0,8.1,5.2,0.3,76.7,0.6,0.6,0.2,0.2,640,0.0,0.0,52.18,44.7,0.0,54.19,0.0,54.66,0.0,0.0,56.83
12210409,Amana Elementary School,1221,Clear Creek Amana Comm School District,Elementary,53.89,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.1,48.9,1.5,26.3,13.5,0.0,1.5,0.0,4.5,4.5,0.0,89.5,0.0,0.8,0.0,0.0,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84
12210418,Clear Creek Elementary School,1221,Clear Creek Amana Comm School District,Elementary,61.78,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.4,48.6,3.6,27.1,15.2,0.6,8.8,0.0,4.6,5.8,0.3,79.9,0.6,0.9,0.0,0.0,329,0.0,0.0,64.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.08
12210425,Oak Hill Elementary,1221,Clear Creek Amana Comm School District,Elementary,60.13,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.0,47.0,6.1,26.7,21.2,2.0,8.7,0.0,10.4,7.8,0.0,71.0,0.0,0.6,0.3,0.0,345,0.0,0.0,56.98,52.61,0.0,57.61,0.0,54.88,0.0,0.0,60.82
12210427,North Bend Elementary,1221,Clear Creek Amana Comm School District,Elementary,60.13,Commendable,No Support Required,Met,Met,Achieved Standard,14968:Oak Hill Elementary,51.0,49.0,9.2,21.9,9.5,4.0,10.7,0.0,6.9,8.6,0.0,69.7,0.0,1.7,0.0,0.0,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12210436,Tiffin Elementary,1221,Clear Creek Amana Comm School District,Elementary,60.13,Commendable,No Support Required,Met,Met,Achieved Standard,14968:Oak Hill Elementary,51.7,48.3,9.9,30.7,16.2,3.1,8.8,0.0,12.2,7.4,0.0,68.5,0.0,1.4,0.3,0.0,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12330109,Clear Lake High School,1233,Clear Lake Comm School District,High,57.16,Commendable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,51.1,48.9,0.9,32.8,11.6,1.3,1.3,0.4,7.0,6.1,0.0,83.8,0.0,0.0,0.7,0.2,458,0.0,0.0,53.91,43.27,0.0,0.0,0.0,53.72,61.12,0.0,57.23
12330209,Clear Lake Middle School,1233,Clear Lake Comm School District,Junior-High,55.89,Commendable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,50.6,49.4,0.6,32.0,10.2,0.6,2.4,0.0,6.3,5.4,0.3,85.0,0.3,0.0,0.0,1.2,334,0.0,0.0,53.72,42.13,0.0,0.0,0.0,0.0,0.0,0.0,56.23
12330409,Clear Creek Elementary School,1233,Clear Lake Comm School District,Elementary,55.95,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.6,48.4,0.5,29.7,13.9,0.0,1.1,0.3,8.9,4.1,0.3,85.2,0.2,0.0,0.3,0.5,610,0.0,0.0,52.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.66
12780109,Clinton High School,1278,Clinton Comm School District,High,48.36,Needs Improvement,Extended Targeted Year 2,Met,Targeted,"Black/African American, Students with Disabilities (IEP)",Independent Institutional Data,54.1,45.5,0.6,49.2,19.1,0.2,8.5,0.0,11.1,9.0,0.2,71.0,0.3,0.0,0.0,1.0,980,0.4,0.0,44.26,38.37,0.0,42.7,0.0,52.93,47.33,0.0,48.8
12780225,Clinton Middle School,1278,Clinton Comm School District,Middle,50.31,Acceptable,Extended Targeted Year 2,Met,Targeted,"Black/African American, Students with Disabilities (IEP)",Independent Institutional Data,50.7,49.1,1.6,58.6,22.3,0.9,8.5,0.0,10.8,11.2,0.1,68.4,0.3,0.0,0.0,1.6,749,0.1,0.0,47.57,40.68,0.0,39.35,0.0,48.2,51.65,0.0,51.89
12780227,Bluff Elementary School,1278,Clinton Comm School District,Elementary,50.24,Acceptable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,53.3,46.7,0.0,67.8,17.7,0.3,13.4,0.0,12.0,16.0,0.6,57.8,0.9,0.0,0.0,6.3,351,0.0,0.0,48.64,43.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9
12780472,Jefferson Elementary School,1278,Clinton Comm School District,Elementary,51.4,Acceptable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,53.4,46.6,8.2,79.0,23.0,0.6,13.1,0.3,21.3,12.5,0.0,52.2,0.3,0.0,0.0,3.5,343,0.0,0.0,50.81,31.53,0.0,0.0,0.0,51.54,0.0,0.0,51.94
12780480,Eagle Heights Elementary School,1278,Clinton Comm School District,Elementary,54.92,Commendable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,57.5,42.5,0.5,58.6,17.7,0.7,3.9,0.0,5.5,9.4,0.0,80.5,0.5,0.0,0.0,1.1,435,0.0,0.0,55.05,42.49,0.0,0.0,0.0,0.0,0.0,0.0,54.3
12780516,Whittier Elementary School,1278,Clinton Comm School District,Elementary,58.54,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,47.7,52.3,0.0,40.7,9.3,0.0,7.1,0.0,6.5,6.2,0.0,80.2,0.3,0.0,0.0,1.1,354,0.0,0.0,57.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.88
13320118,Colfax-Mingo Jr/Sr High School,1332,Colfax-Mingo Comm School District,High,52.68,Acceptable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,50.2,49.5,0.3,37.8,16.2,0.3,1.8,1.2,4.5,6.6,0.0,85.6,0.0,0.0,0.0,0.9,333,0.3,0.0,48.36,46.79,0.0,0.0,0.0,0.0,0.0,0.0,52.94
13320409,Colfax-Mingo Elementary School,1332,Colfax-Mingo Comm School District,Elementary,55.91,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.5,46.5,1.5,43.1,13.2,0.0,0.3,0.3,6.5,4.0,0.3,88.6,0.3,0.0,0.0,0.3,325,0.0,0.0,52.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.62
13370109,Prairie High School,1337,College Comm School District,High,50.71,Acceptable,Extended Targeted Year 2,Met,Targeted,"Black/African American, Low Socio-Economic Status (FRL), Students with Disabilities (IEP)",Independent Institutional Data,51.2,48.6,3.3,31.0,11.6,1.6,9.7,0.4,6.4,7.1,0.2,74.7,1.2,0.1,0.0,0.9,1298,0.2,46.24,36.7,27.22,0.0,36.61,0.0,50.61,47.85,0.0,50.63
13370227,Prairie Point,1337,College Comm School District,Middle,54.65,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,50.2,49.6,3.9,34.5,11.7,1.6,11.5,0.8,6.1,7.9,0.0,72.1,1.0,0.0,0.0,0.5,1324,0.2,49.75,50.81,43.81,0.0,48.56,0.0,50.82,49.2,0.0,55.81
13370409,Prairie Creek,1337,College Comm School District,Elementary,49.73,Acceptable,Targeted Year 2,Met,Targeted,"Black/African American, English Learners (EL), Hispanic, Students with Disabilities (IEP)",Independent Institutional Data,52.4,47.6,6.1,36.8,13.5,2.4,14.5,1.0,4.9,6.8,0.2,70.1,0.5,0.0,0.0,0.6,834,0.0,41.55,45.49,38.77,0.0,43.67,0.0,40.98,48.28,0.0,51.65
13370418,Prairie Crest Elementary,1337,College Comm School District,Elementary,50.38,Acceptable,Targeted Year 2,Met,Targeted,Low Socio-Economic Status (FRL),Independent Institutional Data,48.4,51.6,6.5,39.1,10.1,3.6,9.3,0.0,6.5,9.1,0.3,71.2,1.0,0.0,0.0,0.0,386,0.0,0.0,42.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.15
13370427,Prairie Heights Elementary School,1337,College Comm School District,Elementary,62.32,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.0,47.0,8.6,38.6,16.4,1.0,14.6,0.5,6.0,5.7,0.5,71.5,0.0,0.0,0.0,1.0,383,0.0,0.0,56.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.96
13370431,Prairie View Elementary School,1337,College Comm School District,Elementary,58.59,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,47.3,52.7,9.0,36.1,9.5,0.5,12.3,1.0,10.7,8.2,0.0,67.3,0.0,0.3,0.0,0.3,391,0.0,0.0,57.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.06
13370436,Prairie Ridge Elementary,1337,College Comm School District,Elementary,54.08,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.9,48.1,1.0,38.2,12.2,0.5,9.4,0.0,7.0,5.7,0.0,77.4,0.0,0.0,0.0,1.0,385,0.0,0.0,44.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.7
13370442,Prairie Hill Elementary  School,1337,College Comm School District,Elementary,59.94,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,56.5,43.5,7.3,36.6,12.8,0.7,16.8,0.9,8.0,6.6,0.5,66.4,0.9,0.0,0.0,0.2,423,0.0,0.0,51.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31
13370951,Prairie Edge,1337,College Comm School District,High,50.71,Acceptable,No Support Required,Met,Met,Achieved Standard,15000:Prairie High School,73.7,26.3,2.6,86.8,100.0,0.0,28.9,2.6,0.0,10.5,0.0,57.9,21.1,0.0,0.0,7.9,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13500109,Collins-Maxwell Middle/High School,1350,Collins-Maxwell Comm School District,High,51.07,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,52.4,47.6,0.5,36.1,16.8,1.9,1.0,0.0,6.3,1.4,0.0,89.4,1.0,0.0,0.0,0.0,208,0.0,0.0,45.29,46.36,0.0,0.0,0.0,0.0,0.0,0.0,51.11
13500409,Collins-Maxwell Elementary School,1350,Collins-Maxwell Comm School District,Elementary,58.51,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,49.5,50.5,0.5,44.1,15.1,0.0,0.5,0.0,5.9,1.6,0.0,91.9,0.0,0.0,0.0,0.0,186,0.0,0.0,51.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.83
13590172,Colo-NESCO  Middle/High School,1359,Colo-NESCO  Comm School District,High,56.79,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,53.0,47.0,0.9,37.5,15.5,0.0,0.4,0.0,6.0,2.6,0.0,90.9,0.0,0.0,0.0,0.0,232,0.0,0.0,55.77,49.19,0.0,0.0,0.0,0.0,0.0,0.0,56.51
13590454,Colo-Nesco Elementary School,1359,Colo-NESCO  Comm School District,Elementary,57.63,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,53.8,46.2,0.9,42.7,11.1,0.0,0.0,0.0,4.3,1.7,0.0,94.0,0.9,0.0,0.0,0.0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.59
13680109,Columbus Community High School,1368,Columbus Comm School District,High,55.14,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,54.7,45.3,19.9,60.2,17.4,1.5,1.5,0.0,69.2,1.0,0.0,26.9,0.0,0.0,1.0,12.4,201,0.0,51.33,53.81,48.74,0.0,0.0,0.0,54.82,0.0,0.0,50.46
13680209,Columbus Community Junior High School,1368,Columbus Comm School District,Junior-High,54.75,Acceptable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,53.5,46.5,10.9,67.3,16.8,7.9,5.9,0.0,53.5,1.0,0.0,31.7,0.0,0.0,6.9,12.9,101,0.0,0.0,51.26,0.0,0.0,0.0,0.0,54.24,0.0,0.0,57.06
13680409,Roundy Elementary School,1368,Columbus Comm School District,Elementary,51.36,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,46.4,53.6,30.0,68.1,11.7,9.5,4.4,0.0,56.2,0.9,0.0,29.0,0.0,0.0,5.4,11.7,317,0.0,49.27,50.96,0.0,0.0,0.0,0.0,50.24,0.0,0.0,50.55
14130172,Coon Rapids-Bayard 6-12 Attendance Center,1413,Coon Rapids-Bayard Comm School District,High,55.51,Commendable,Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,49.0,51.0,0.5,48.6,21.9,0.0,1.9,0.0,1.4,1.9,0.0,94.8,0.0,0.0,0.5,0.0,210,0.0,0.0,53.63,46.7,0.0,0.0,0.0,0.0,0.0,0.0,55.99
14130409,CR-B Elementary School,1413,Coon Rapids-Bayard Comm School District,Elementary,59.72,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,55.7,44.3,2.6,47.9,16.1,0.0,0.0,0.0,7.3,1.0,0.0,91.7,0.5,0.0,1.0,0.0,192,0.0,0.0,54.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21
14310109,Southwest Valley High school,1431,Corning Comm School District,High,50.98,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,46.9,53.1,0.0,43.1,14.8,0.5,0.0,0.0,1.9,2.9,0.0,94.7,1.4,0.0,0.0,0.0,209,0.0,0.0,48.09,46.36,0.0,0.0,0.0,0.0,0.0,0.0,51.17
14310409,Corning Elementary School,1431,Corning Comm School District,Elementary,62.05,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,48.1,51.9,0.0,43.9,14.4,0.0,0.0,0.0,3.7,2.1,0.0,94.1,1.1,0.0,0.0,0.0,187,0.0,0.0,60.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06
14760109,Thomas Jefferson High School,1476,Council Bluffs Comm School District,High,48.32,Needs Improvement,Comprehensive Year 2,Met,Not-Met,"Students with Disabilities (IEP), Multi-Racial",Independent Institutional Data,54.0,46.0,5.8,64.9,23.7,1.4,5.1,0.2,19.1,3.2,0.3,70.6,0.6,0.0,0.1,0.6,1243,0.0,44.43,46.28,42.66,0.0,48.01,0.0,46.1,40.54,0.0,49.94
14760118,Abraham Lincoln High School,1476,Council Bluffs Comm School District,High,50.29,Acceptable,Extended Targeted Year 2,Met,Targeted,"English Learners (EL), Students with Disabilities (IEP)",Independent Institutional Data,52.7,47.3,4.5,51.8,20.9,1.4,3.3,0.5,16.1,3.2,0.5,75.0,1.3,0.0,0.1,0.1,1399,0.0,43.94,48.56,39.94,0.0,47.99,0.0,49.79,49.47,0.0,51.26
14760212,Gerald W Kirn Middle School,1476,Council Bluffs Comm School District,Middle,53.12,Acceptable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,53.0,47.0,3.3,54.3,18.3,0.6,2.0,0.2,11.5,3.8,0.7,81.2,1.5,0.0,0.0,0.0,956,0.0,50.35,51.31,42.95,0.0,0.0,0.0,53.8,48.3,0.0,53.6
14760245,Woodrow Wilson Middle School,1476,Council Bluffs Comm School District,Middle,52.22,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,51.9,48.1,4.9,75.0,23.8,0.7,5.2,0.0,18.8,5.2,0.7,69.4,1.3,0.0,0.0,0.8,900,0.0,46.46,51.42,42.76,0.0,52.66,0.0,54.03,47.74,0.0,50.94
14760418,Bloomer Elementary School,1476,Council Bluffs Comm School District,Elementary,48.48,Needs Improvement,Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,49.9,50.1,11.2,74.4,19.6,0.3,6.5,0.3,9.8,3.5,0.5,79.0,0.5,0.0,0.3,0.0,367,0.0,0.0,48.96,38.86,0.0,0.0,0.0,0.0,0.0,0.0,49.42
14760422,Carter Lake Elementary School,1476,Council Bluffs Comm School District,Elementary,46.5,Needs Improvement,Targeted Year 1,Met,Targeted,Low Socio-Economic Status (FRL),Independent Institutional Data,53.2,46.8,7.0,76.3,20.7,0.6,8.8,0.0,12.5,4.0,0.6,73.6,0.3,0.0,0.0,0.0,329,0.0,0.0,43.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.36
14760425,Crescent Elementary School,1476,Council Bluffs Comm School District,Elementary,53.12,Acceptable,No Support Required,Met,Met,Achieved Standard,15037:Gerald W Kirn Middle School,52.1,47.9,0.0,43.8,8.2,0.0,4.1,0.0,8.2,1.4,1.4,84.9,2.7,0.0,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14760427,College View Elementary,1476,Council Bluffs Comm School District,Elementary,53.84,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,50.4,49.6,1.3,41.6,15.0,0.0,2.8,0.0,7.5,2.3,0.3,87.2,0.0,0.0,0.0,0.3,399,0.0,0.0,48.49,37.4,0.0,0.0,0.0,0.0,0.0,0.0,55.27
14760445,Edison Elementary School,1476,Council Bluffs Comm School District,Elementary,63.82,High Performing,Extended Targeted Year 2,Met,Met,Achieved Standard,Independent Institutional Data,53.5,46.5,8.2,69.1,19.7,0.5,2.9,0.3,20.7,3.2,0.8,71.5,0.3,0.0,0.0,0.0,376,0.0,0.0,61.19,53.47,0.0,0.0,0.0,63.42,0.0,0.0,65.11
14760454,Franklin Elementary School,1476,Council Bluffs Comm School District,Elementary,54.57,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,53.4,46.6,9.7,67.1,11.0,0.2,6.8,0.7,17.7,5.5,0.2,68.9,0.4,0.0,0.0,0.0,453,0.0,0.0,54.05,42.9,0.0,0.0,0.0,49.18,0.0,0.0,55.71
14760481,Hoover Elementary School,1476,Council Bluffs Comm School District,Elementary,61.89,High Performing,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,57.0,43.0,4.0,51.5,16.6,0.3,2.8,0.0,9.3,3.8,0.3,83.7,0.5,0.3,0.0,0.8,398,0.0,0.0,57.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.51
14760490,Lewis & Clark Elementary School,1476,Council Bluffs Comm School District,Elementary,51.53,Acceptable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,49.4,50.6,2.6,52.8,11.7,0.4,4.3,0.9,7.4,2.6,0.9,83.5,0.0,0.0,0.0,0.0,231,0.0,0.0,50.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.66
14760499,Longfellow Elementary School,1476,Council Bluffs Comm School District,Elementary,52.54,Acceptable,Extended Targeted Year 2,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,50.8,49.2,12.8,66.9,11.8,2.1,1.9,0.5,20.8,5.0,2.1,67.6,0.0,0.0,0.0,0.0,423,0.0,0.0,51.01,43.53,0.0,0.0,0.0,53.75,0.0,0.0,52.54
14760544,Roosevelt Elementary School,1476,Council Bluffs Comm School District,Elementary,52.09,Acceptable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,50.4,49.6,7.5,66.8,17.2,0.7,3.5,0.0,14.2,6.0,0.2,75.3,0.5,0.0,0.2,0.2,401,0.0,0.0,48.35,38.43,0.0,0.0,0.0,0.0,0.0,0.0,49.48
14760553,Rue Elementary School,1476,Council Bluffs Comm School District,Elementary,55.77,Commendable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,54.6,45.4,12.6,62.8,24.9,0.6,1.6,0.6,20.8,6.0,0.0,70.3,0.0,0.3,0.0,0.0,317,0.0,0.0,53.85,37.06,0.0,0.0,0.0,61.43,0.0,0.0,52.81
15030109,Creston High School,1503,Creston Comm School District,High,54.14,Acceptable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,51.3,48.7,2.4,45.7,10.2,1.5,1.1,0.2,6.6,2.1,0.0,88.5,0.0,0.0,0.0,0.2,532,0.0,0.0,52.78,40.44,0.0,0.0,0.0,54.35,0.0,0.0,53.69
15030218,Creston Middle School,1503,Creston Comm School District,Middle,56.62,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,51.9,48.1,2.1,59.5,18.6,0.3,2.4,0.0,8.2,2.1,0.0,86.9,0.3,0.0,0.0,0.0,291,0.0,0.0,54.94,48.36,0.0,0.0,0.0,53.14,0.0,0.0,57.35
15030409,Creston Elementary School,1503,Creston Comm School District,Elementary,56.72,Commendable,Targeted Year 1,Met,Targeted,Students with Disabilities (IEP),Independent Institutional Data,54.1,45.9,2.2,55.1,16.1,0.0,1.2,0.0,6.1,2.7,0.2,89.8,0.5,0.0,0.0,0.0,410,0.0,0.0,54.05,42.01,0.0,0.0,0.0,0.0,0.0,0.0,56.82
15030418,Creston Early Childhood Center,1503,Creston Comm School District,Elementary,56.72,Commendable,No Support Required,Met,Met,Achieved Standard,15072:Creston Elementary School,53.6,46.4,1.0,56.7,12.4,0.0,1.0,0.0,6.2,3.1,0.0,89.7,0.0,0.0,0.0,1.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15760109,Dallas Center-Grimes High School,1576,Dallas Center-Grimes Comm School District,High,55.0,Commendable,Targeted Year 2,Met,Targeted,"Black/African American, Hispanic, Students with Disabilities (IEP)",Independent Institutional Data,49.6,50.4,1.9,17.9,7.7,1.7,3.6,0.0,4.8,2.0,0.0,87.8,0.0,0.6,0.2,0.0,978,0.0,0.0,50.05,43.7,0.0,42.76,0.0,42.3,0.0,0.0,55.58
15760209,Dallas Center-Grimes Middle School,1576,Dallas Center-Grimes Comm School District,Middle,60.06,Commendable,No Support Required,Met,Met,Achieved Standard,Independent Institutional Data,52.0,48.0,1.3,18.8,11.8,1.5,4.6,0.0,3.6,1.5,0.0,88.8,0.2,0.2,0.0,0.4,527,0.0,0.0,56.85,52.7,0.0,58.25,0.0,0.0,0.0,0.0,59.76
